location_id,sku_id,on_hand_qty,safety_stock,reorder_point,unit_cost,last_updated
BR008,SKU0073,67,26,31,4.01,2025-09-29
BR008,SKU0074,59,16,26,12.47,2025-10-31
BR008,SKU0075,51,20,29,2.61,2025-12-27
BR008,SKU0076,73,22,34,7.46,2025-10-26
BR008,SKU0077,74,25,23,8.5,2025-12-27
BR008,SKU0078,58,25,37,10.25,2025-10-09
BR008,SKU0079,61,19,28,11.13,2025-09-12
BR008,SKU0080,61,26,27,12.34,2025-11-10
BR009,SKU0001,52,21,50,2.5,2025-09-23
BR009,SKU0002,56,28,66,14.51,2025-11-17
BR009,SKU0003,57,23,38,11.26,2025-11-13
BR009,SKU0004,56,10,68,8.56,2025-10-14
BR009,SKU0005,66,26,48,5.13,2025-10-14
BR009,SKU0006,64,26,30,8.25,2025-12-08
BR009,SKU0007,55,10,69,2.32,2025-11-30
BR009,SKU0008,46,13,48,3.05,2025-09-20
BR009,SKU0009,63,22,69,2.57,2025-12-05
BR009,SKU0010,68,16,28,11.96,2025-12-05
BR009,SKU0011,52,27,69,8.53,2025-11-16
BR009,SKU0012,72,21,34,13.3,2025-10-18
BR009,SKU0013,65,14,41,7.72,2025-11-21
BR009,SKU0014,49,15,33,9.32,2025-11-25
BR009,SKU0015,66,22,41,2.74,2025-10-20
BR009,SKU0016,52,11,40,14.0,2025-11-17
BR009,SKU0017,59,29,49,1.61,2025-10-04
BR009,SKU0018,52,26,54,10.42,2025-12-11
BR009,SKU0019,48,28,20,8.41,2025-12-21
BR009,SKU0020,50,23,32,7.97,2025-10-30
BR009,SKU0021,65,22,53,6.22,2025-11-02
BR009,SKU0022,61,18,68,7.49,2025-10-22
BR009,SKU0023,43,17,28,2.23,2025-09-24
BR009,SKU0024,47,22,28,12.1,2025-09-23
BR009,SKU0025,63,14,59,7.85,2025-09-20
BR009,SKU0026,65,23,62,3.15,2025-09-16
BR009,SKU0027,53,26,39,12.1,2025-10-31
BR009,SKU0028,68,29,31,7.41,2025-10-28
BR009,SKU0029,74,10,35,4.49,2025-10-15
BR009,SKU0030,66,28,33,3.2,2025-12-16
BR009,SKU0031,52,18,49,7.48,2025-10-03
BR009,SKU0032,62,22,66,6.1,2025-11-02
BR009,SKU0033,62,22,40,12.2,2025-12-03
BR009,SKU0034,49,12,61,13.45,2025-11-07
BR009,SKU0035,53,20,50,1.29,2025-10-21
BR009,SKU0036,61,28,64,5.17,2025-12-07
BR009,SKU0037,59,21,34,10.26,2025-10-15
BR009,SKU0038,56,23,44,2.96,2025-09-07
BR009,SKU0039,56,17,54,13.17,2025-12-07
BR009,SKU0040,65,25,53,2.51,2025-10-23
BR009,SKU0041,69,17,57,3.31,2025-11-17
BR009,SKU0042,44,23,43,7.67,2025-11-01
BR009,SKU0043,70,20,33,2.61,2025-10-02
BR009,SKU0044,54,11,46,7.71,2025-10-25
BR009,SKU0045,68,15,31,6.65,2025-12-03
BR009,SKU0046,61,16,60,2.64,2025-11-25
BR009,SKU0047,54,28,37,8.94,2025-12-13
BR009,SKU0048,63,28,52,6.02,2025-09-26
BR009,SKU0049,51,29,56,1.17,2025-09-12
BR009,SKU0050,65,24,34,14.32,2025-10-11
BR009,SKU0051,62,15,26,3.9,2025-12-25
BR009,SKU0052,64,18,28,8.72,2025-11-20
BR009,SKU0053,63,27,64,3.0,2025-09-04
BR009,SKU0054,67,19,56,8.62,2025-09-29
BR009,SKU0055,59,12,54,5.57,2025-12-20
BR009,SKU0056,60,27,57,8.93,2025-12-08
BR009,SKU0057,63,15,41,4.89,2025-10-17
BR009,SKU0058,58,29,57,2.8,2025-09-01
BR009,SKU0059,60,16,27,12.9,2025-09-02
BR009,SKU0060,66,10,52,6.29,2025-12-27
BR009,SKU0061,54,26,26,12.79,2025-09-04
BR009,SKU0062,68,23,52,14.59,2025-12-14
BR009,SKU0063,53,22,34,9.09,2025-11-01
BR009,SKU0064,57,28,24,5.82,2025-12-21
BR009,SKU0065,70,11,38,1.29,2025-09-07
BR009,SKU0066,77,16,22,14.98,2025-12-24
BR009,SKU0067,52,25,69,7.67,2025-10-22
BR009,SKU0068,55,25,59,6.61,2025-12-11
BR009,SKU0069,54,13,34,1.01,2025-11-03
BR009,SKU0070,55,10,34,5.96,2025-10-21
BR009,SKU0071,59,11,28,14.26,2025-12-08
BR009,SKU0072,74,25,63,4.36,2025-11-18
BR009,SKU0073,52,18,58,13.98,2025-11-21
BR009,SKU0074,66,12,29,12.06,2025-11-29
BR009,SKU0075,58,14,55,7.84,2025-11-20
BR009,SKU0076,56,12,57,7.17,2025-09-17
BR009,SKU0077,80,13,61,14.76,2025-10-08
BR009,SKU0078,60,27,60,3.16,2025-10-15
BR009,SKU0079,55,16,26,6.8,2025-11-18
BR009,SKU0080,64,19,24,2.04,2025-09-27
BR010,SKU0001,55,18,61,8.89,2025-11-06
BR010,SKU0002,51,29,55,2.9,2025-11-22
BR010,SKU0003,55,18,47,5.04,2025-12-06
BR010,SKU0004,75,23,37,9.9,2025-09-06
BR010,SKU0005,49,25,31,12.63,2025-10-26
BR010,SKU0006,60,14,30,8.03,2025-10-02
BR010,SKU0007,55,17,63,13.3,2025-11-25
BR010,SKU0008,61,26,46,11.5,2025-09-28
BR010,SKU0009,50,19,53,9.35,2025-09-22
BR010,SKU0010,54,17,42,1.81,2025-12-04
BR010,SKU0011,66,20,51,9.57,2025-12-14
BR010,SKU0012,68,20,68,14.89,2025-11-29
BR010,SKU0013,47,18,49,7.54,2025-09-13
BR010,SKU0014,62,28,30,2.31,2025-10-20
BR010,SKU0015,73,18,21,11.01,2025-10-15
BR010,SKU0016,49,25,22,1.04,2025-11-29
BR010,SKU0017,49,10,36,6.4,2025-09-24
BR010,SKU0018,60,21,41,4.3,2025-11-14
BR010,SKU0019,61,27,49,14.98,2025-09-28
BR010,SKU0020,55,22,69,13.91,2025-11-21
BR010,SKU0021,53,20,51,10.0,2025-10-05
BR010,SKU0022,51,25,67,14.18,2025-11-06
BR010,SKU0023,54,29,49,6.78,2025-11-15
BR010,SKU0024,52,15,27,9.42,2025-10-18
BR010,SKU0025,49,28,40,4.29,2025-09-17
BR010,SKU0026,57,10,42,14.89,2025-09-23
BR010,SKU0027,66,12,38,8.7,2025-11-04
BR010,SKU0028,48,15,64,5.48,2025-10-25
BR010,SKU0029,57,19,32,3.05,2025-09-29
BR010,SKU0030,65,28,32,1.55,2025-11-17
BR010,SKU0031,59,21,23,3.11,2025-11-14
BR010,SKU0032,60,13,45,14.19,2025-09-28
BR010,SKU0033,58,21,64,6.87,2025-09-15
BR010,SKU0034,48,27,23,3.63,2025-11-29
BR010,SKU0035,62,21,23,6.79,2025-12-24
BR010,SKU0036,58,18,35,6.02,2025-10-30
BR010,SKU0037,66,26,53,7.04,2025-12-08
BR010,SKU0038,81,14,61,10.14,2025-10-23
BR010,SKU0039,62,23,43,12.22,2025-09-06
BR010,SKU0040,62,21,56,10.13,2025-12-06
BR010,SKU0041,53,21,36,7.68,2025-11-01
BR010,SKU0042,60,16,50,4.27,2025-10-01
BR010,SKU0043,66,23,33,5.98,2025-09-07
BR010,SKU0044,65,10,48,11.19,2025-10-18
BR010,SKU0045,65,14,29,14.77,2025-09-14
BR010,SKU0046,67,23,39,3.46,2025-10-04
BR010,SKU0047,57,19,20,9.77,2025-12-02
BR010,SKU0048,65,22,61,14.47,2025-12-05
BR010,SKU0049,80,26,58,9.94,2025-09-22
BR010,SKU0050,58,27,53,14.59,2025-09-16
BR010,SKU0051,47,25,66,14.4,2025-12-24
BR010,SKU0052,52,26,46,8.11,2025-12-06
BR010,SKU0053,66,25,67,11.51,2025-11-16
BR010,SKU0054,59,23,62,11.89,2025-09-23
BR010,SKU0055,59,28,26,7.42,2025-09-14
BR010,SKU0056,61,25,28,11.86,2025-10-27
BR010,SKU0057,67,25,33,9.78,2025-09-30
BR010,SKU0058,59,13,55,11.56,2025-10-10
BR010,SKU0059,56,25,38,13.29,2025-09-21
BR010,SKU0060,59,10,62,13.86,2025-11-21
BR010,SKU0061,71,14,61,7.38,2025-11-20
BR010,SKU0062,66,13,57,5.99,2025-10-23
BR010,SKU0063,49,29,48,13.93,2025-10-28
BR010,SKU0064,58,23,41,9.96,2025-09-22
BR010,SKU0065,58,25,69,9.21,2025-11-04
BR010,SKU0066,61,18,68,9.76,2025-09-17
BR010,SKU0067,66,19,66,2.5,2025-11-23
BR010,SKU0068,64,15,61,13.18,2025-09-29
BR010,SKU0069,62,18,47,6.65,2025-11-22
BR010,SKU0070,65,12,21,8.34,2025-12-02
BR010,SKU0071,69,20,57,1.8,2025-10-05
BR010,SKU0072,65,17,58,12.38,2025-12-21
BR010,SKU0073,59,28,53,8.54,2025-09-21
BR010,SKU0074,48,26,20,2.45,2025-09-28
BR010,SKU0075,66,21,54,14.91,2025-09-27
BR010,SKU0076,59,23,43,8.63,2025-12-01
BR010,SKU0077,48,18,45,5.35,2025-10-31
BR010,SKU0078,69,20,28,12.85,2025-12-05
BR010,SKU0079,62,17,46,10.62,2025-11-29
BR010,SKU0080,67,28,58,8.03,2025-09-06
BR011,SKU0001,60,18,23,14.24,2025-12-22
BR011,SKU0002,62,19,24,2.75,2025-11-19
BR011,SKU0003,58,19,59,13.19,2025-12-23
BR011,SKU0004,57,13,20,2.93,2025-09-29
BR011,SKU0005,46,23,38,1.28,2025-09-14
BR011,SKU0006,66,27,46,10.7,2025-11-06
BR011,SKU0007,69,26,41,14.75,2025-09-01
BR011,SKU0008,68,16,45,1.01,2025-12-23
BR011,SKU0009,68,19,32,12.99,2025-12-24
BR011,SKU0010,70,24,35,14.23,2025-11-02
BR011,SKU0011,63,14,69,2.98,2025-10-17
BR011,SKU0012,72,15,34,8.61,2025-10-15
BR011,SKU0013,54,27,52,12.25,2025-12-21
BR011,SKU0014,63,17,34,4.02,2025-10-13
BR011,SKU0015,50,11,29,1.63,2025-12-14
BR011,SKU0016,56,24,40,10.78,2025-10-07
BR011,SKU0017,68,22,59,12.89,2025-11-25
BR011,SKU0018,52,25,58,13.84,2025-10-03
BR011,SKU0019,56,29,57,4.25,2025-10-15
BR011,SKU0020,69,25,34,1.05,2025-12-12
BR011,SKU0021,66,21,53,14.17,2025-10-30
BR011,SKU0022,61,28,44,11.82,2025-11-07
BR011,SKU0023,64,19,42,6.12,2025-10-10
BR011,SKU0024,64,25,29,14.36,2025-09-13
BR011,SKU0025,62,27,37,1.23,2025-12-04
BR011,SKU0026,63,12,65,1.7,2025-11-05
BR011,SKU0027,51,23,25,13.6,2025-11-07
BR011,SKU0028,64,29,57,10.87,2025-09-09
BR011,SKU0029,63,21,62,4.77,2025-10-28
BR011,SKU0030,62,14,40,13.29,2025-10-31
BR011,SKU0031,57,23,61,8.82,2025-10-14
BR011,SKU0032,59,11,43,7.46,2025-11-24
BR011,SKU0033,53,12,26,6.0,2025-11-16
BR011,SKU0034,56,22,38,5.27,2025-10-30
BR011,SKU0035,67,21,27,8.81,2025-09-26
BR011,SKU0036,60,16,45,14.91,2025-10-13
BR011,SKU0037,57,10,33,9.86,2025-10-17
BR011,SKU0038,50,17,38,4.21,2025-09-22
BR011,SKU0039,64,27,69,9.75,2025-12-07
BR011,SKU0040,70,13,54,13.73,2025-10-17
BR011,SKU0041,62,22,45,13.6,2025-10-13
BR011,SKU0042,54,15,64,4.48,2025-11-19
BR011,SKU0043,63,22,26,5.77,2025-09-05
BR011,SKU0044,63,25,60,12.3,2025-09-02
BR011,SKU0045,50,15,36,7.47,2025-12-03
BR011,SKU0046,70,29,51,3.37,2025-09-20
BR011,SKU0047,61,27,26,8.68,2025-10-26
BR011,SKU0048,45,22,32,10.94,2025-09-02
BR011,SKU0049,67,27,44,8.3,2025-11-18
BR011,SKU0050,65,19,46,6.65,2025-12-25
BR011,SKU0051,50,26,45,10.9,2025-12-23
BR011,SKU0052,48,28,24,4.8,2025-09-29
BR011,SKU0053,51,11,37,10.93,2025-10-28
BR011,SKU0054,59,14,47,8.1,2025-09-21
BR011,SKU0055,67,27,56,11.84,2025-11-06
BR011,SKU0056,58,23,53,7.41,2025-12-05
BR011,SKU0057,64,28,22,13.53,2025-12-08
BR011,SKU0058,62,18,34,3.2,2025-12-26
BR011,SKU0059,58,18,49,13.47,2025-10-18
BR011,SKU0060,64,12,27,14.96,2025-12-15
BR011,SKU0061,48,14,44,10.82,2025-11-19
BR011,SKU0062,66,18,20,11.74,2025-11-01
BR011,SKU0063,60,19,52,2.92,2025-09-10
BR011,SKU0064,72,23,21,5.24,2025-11-15
BR011,SKU0065,48,17,67,7.87,2025-09-07
BR011,SKU0066,73,10,58,12.03,2025-12-01
BR011,SKU0067,60,18,27,10.02,2025-11-09
BR011,SKU0068,69,23,54,4.66,2025-09-24
BR011,SKU0069,53,25,35,3.42,2025-11-09
BR011,SKU0070,63,19,40,5.69,2025-09-30
BR011,SKU0071,61,18,60,10.75,2025-11-20
BR011,SKU0072,81,28,28,13.61,2025-10-08
BR011,SKU0073,63,14,33,2.64,2025-10-06
BR011,SKU0074,68,28,20,13.14,2025-11-30
BR011,SKU0075,42,24,54,9.69,2025-12-23
BR011,SKU0076,72,19,21,7.56,2025-09-06
BR011,SKU0077,69,20,32,12.66,2025-09-18
BR011,SKU0078,72,17,31,2.56,2025-12-08
BR011,SKU0079,82,11,45,2.62,2025-09-25
BR011,SKU0080,64,16,47,8.71,2025-12-22
BR012,SKU0001,74,19,64,4.25,2025-10-25
BR012,SKU0002,78,26,57,11.09,2025-10-04
BR012,SKU0003,72,20,39,4.22,2025-11-23
BR012,SKU0004,60,29,39,8.34,2025-09-23
BR012,SKU0005,51,21,58,13.98,2025-11-09
BR012,SKU0006,72,21,48,3.87,2025-12-03
BR012,SKU0007,55,16,66,10.33,2025-11-26
BR012,SKU0008,61,13,49,4.83,2025-09-19
BR012,SKU0009,63,27,47,4.47,2025-10-25
BR012,SKU0010,65,15,35,8.86,2025-12-19
BR012,SKU0011,73,10,68,12.91,2025-09-04
BR012,SKU0012,64,27,28,10.08,2025-12-18
BR012,SKU0013,62,20,31,11.24,2025-11-05
BR012,SKU0014,68,12,55,2.89,2025-11-07
BR012,SKU0015,71,17,62,5.16,2025-11-18
BR012,SKU0016,52,23,21,5.69,2025-12-26
BR012,SKU0017,47,20,47,6.63,2025-11-27
BR012,SKU0018,52,28,62,14.11,2025-09-25
BR012,SKU0019,57,24,28,1.89,2025-12-13
BR012,SKU0020,61,29,34,13.0,2025-09-09
BR012,SKU0021,62,18,46,4.54,2025-10-21
BR012,SKU0022,50,15,68,4.07,2025-10-16
BR012,SKU0023,61,11,20,8.25,2025-10-23
BR012,SKU0024,48,19,40,4.18,2025-12-14
BR012,SKU0025,72,15,38,7.22,2025-09-19
BR012,SKU0026,55,19,54,6.65,2025-09-23
BR012,SKU0027,55,24,55,13.12,2025-11-06
BR012,SKU0028,56,19,41,5.13,2025-11-12
BR012,SKU0029,67,12,26,7.43,2025-10-21
BR012,SKU0030,59,11,45,4.3,2025-11-10
BR012,SKU0031,58,23,21,5.37,2025-12-04
BR012,SKU0032,67,20,26,4.59,2025-11-28
BR012,SKU0033,65,27,25,6.51,2025-09-27
BR012,SKU0034,77,14,64,2.12,2025-12-07
BR012,SKU0035,66,24,60,3.47,2025-12-21
BR012,SKU0036,52,27,46,6.4,2025-12-04
BR012,SKU0037,41,13,32,12.62,2025-11-04
BR012,SKU0038,63,11,37,5.93,2025-11-26
BR012,SKU0039,60,10,63,3.62,2025-12-06
BR012,SKU0040,60,29,49,2.76,2025-12-10
BR012,SKU0041,69,19,21,8.8,2025-09-25
BR012,SKU0042,47,22,32,8.79,2025-11-27
BR012,SKU0043,50,21,51,4.7,2025-10-21
BR012,SKU0044,57,13,24,11.34,2025-11-29
BR012,SKU0045,62,22,65,10.38,2025-09-04
BR012,SKU0046,58,24,38,10.73,2025-10-28
BR012,SKU0047,81,14,51,7.28,2025-11-06
BR012,SKU0048,64,26,40,1.3,2025-09-26
BR012,SKU0049,63,18,33,8.97,2025-10-05
BR012,SKU0050,56,25,68,14.74,2025-12-03
BR012,SKU0051,75,22,21,8.35,2025-12-24
BR012,SKU0052,57,22,63,10.85,2025-11-22
BR012,SKU0053,63,21,48,9.95,2025-11-29
BR012,SKU0054,53,25,46,1.33,2025-11-10
BR012,SKU0055,68,18,31,11.81,2025-11-09
BR012,SKU0056,50,13,38,3.48,2025-11-04
BR012,SKU0057,82,21,44,11.63,2025-09-12
BR012,SKU0058,47,20,58,6.98,2025-12-09
BR012,SKU0059,65,28,50,11.07,2025-09-29
BR012,SKU0060,73,19,41,11.26,2025-12-06
BR012,SKU0061,65,13,65,1.71,2025-10-24
BR012,SKU0062,61,10,68,13.11,2025-11-28
BR012,SKU0063,57,28,24,13.38,2025-12-21
BR012,SKU0064,63,27,30,12.3,2025-12-18
BR012,SKU0065,78,18,39,7.24,2025-09-03
BR012,SKU0066,61,24,57,4.19,2025-09-03
BR012,SKU0067,57,22,67,5.68,2025-10-27
BR012,SKU0068,66,23,20,7.43,2025-11-07
BR012,SKU0069,59,27,61,12.05,2025-12-02
BR012,SKU0070,67,13,66,9.31,2025-11-29
BR012,SKU0071,69,25,45,4.41,2025-12-03
BR012,SKU0072,65,26,53,14.84,2025-09-28
BR012,SKU0073,72,22,38,13.27,2025-12-12
BR012,SKU0074,57,25,69,12.09,2025-12-25
BR012,SKU0075,52,22,37,10.43,2025-09-13
BR012,SKU0076,59,13,23,2.88,2025-11-10
BR012,SKU0077,62,14,63,6.71,2025-11-26
BR012,SKU0078,60,28,27,13.74,2025-11-03
BR012,SKU0079,42,25,64,10.12,2025-11-09
BR012,SKU0080,60,26,33,7.72,2025-12-19
BR013,SKU0001,60,28,39,2.01,2025-11-17
BR013,SKU0002,61,17,63,5.34,2025-11-18
BR013,SKU0003,44,16,64,8.82,2025-10-14
BR013,SKU0004,70,10,50,9.79,2025-12-16
BR013,SKU0005,55,22,43,1.73,2025-09-01
BR013,SKU0006,63,16,43,13.3,2025-10-08
BR013,SKU0007,50,24,35,12.02,2025-09-17
BR013,SKU0008,62,11,21,14.65,2025-11-01
BR013,SKU0009,69,20,56,8.82,2025-12-13
BR013,SKU0010,62,20,44,2.78,2025-12-13
BR013,SKU0011,56,10,57,10.78,2025-10-13
BR013,SKU0012,65,17,46,5.16,2025-09-11
BR013,SKU0013,68,23,34,13.15,2025-10-21
BR013,SKU0014,50,23,66,12.14,2025-12-05
BR013,SKU0015,54,24,41,7.89,2025-12-23
BR013,SKU0016,47,21,60,14.57,2025-11-24
BR013,SKU0017,59,24,47,13.06,2025-11-04
BR013,SKU0018,82,27,58,7.95,2025-09-27
BR013,SKU0019,58,11,43,5.63,2025-10-16
BR013,SKU0020,55,13,39,7.29,2025-12-01
BR013,SKU0021,61,15,22,10.79,2025-11-04
BR013,SKU0022,63,25,51,3.05,2025-11-26
BR013,SKU0023,47,18,40,9.55,2025-09-02
BR013,SKU0024,58,19,46,7.99,2025-11-13
BR013,SKU0025,66,10,68,6.34,2025-09-08
BR013,SKU0026,59,17,54,12.7,2025-12-22
BR013,SKU0027,51,22,35,6.65,2025-12-10
BR013,SKU0028,56,25,61,7.39,2025-09-01
BR013,SKU0029,55,14,46,8.19,2025-09-17
BR013,SKU0030,62,26,30,6.92,2025-11-20
BR013,SKU0031,58,13,56,10.34,2025-11-17
BR013,SKU0032,58,19,61,2.26,2025-12-19
BR013,SKU0033,56,15,58,8.12,2025-09-05
BR013,SKU0034,54,19,53,14.62,2025-10-04
BR013,SKU0035,61,19,39,13.12,2025-09-11
BR013,SKU0036,66,20,33,3.81,2025-11-22
BR013,SKU0037,55,25,41,2.9,2025-11-13
BR013,SKU0038,58,23,45,12.02,2025-10-25
BR013,SKU0039,58,26,24,9.85,2025-10-27
BR013,SKU0040,66,20,44,9.75,2025-10-21
BR013,SKU0041,59,18,37,12.87,2025-12-23
BR013,SKU0042,69,11,46,12.23,2025-12-03
BR013,SKU0043,53,24,62,5.18,2025-09-12
BR013,SKU0044,65,25,47,9.28,2025-09-09
BR013,SKU0045,45,15,28,5.12,2025-11-09
BR013,SKU0046,53,21,47,3.56,2025-09-18
BR013,SKU0047,66,22,25,14.18,2025-09-29
BR013,SKU0048,56,16,54,6.83,2025-11-16
BR013,SKU0049,60,20,61,8.71,2025-12-27
BR013,SKU0050,75,16,27,2.91,2025-09-21
BR013,SKU0051,67,13,36,3.49,2025-11-06
BR013,SKU0052,59,27,59,6.19,2025-11-09
BR013,SKU0053,57,29,32,3.41,2025-12-11
BR013,SKU0054,72,17,30,10.58,2025-09-03
BR013,SKU0055,65,15,25,10.56,2025-10-26
BR013,SKU0056,55,28,69,8.51,2025-12-05
BR013,SKU0057,57,26,67,9.25,2025-11-06
BR013,SKU0058,66,28,51,6.43,2025-10-07
BR013,SKU0059,53,10,26,9.7,2025-12-03
BR013,SKU0060,55,21,38,7.93,2025-09-09
BR013,SKU0061,59,14,62,1.37,2025-09-05
BR013,SKU0062,39,26,35,13.94,2025-09-22
BR013,SKU0063,67,16,23,7.5,2025-11-23
BR013,SKU0064,58,12,41,13.76,2025-11-16
BR013,SKU0065,39,25,55,6.22,2025-10-04
BR013,SKU0066,65,28,22,6.09,2025-12-28
BR013,SKU0067,69,11,67,9.02,2025-11-17
BR013,SKU0068,64,29,42,6.51,2025-12-14
BR013,SKU0069,63,28,55,6.65,2025-10-14
BR013,SKU0070,61,12,42,6.06,2025-12-04
BR013,SKU0071,54,13,27,10.26,2025-12-23
BR013,SKU0072,54,28,41,8.28,2025-09-09
BR013,SKU0073,54,18,47,8.21,2025-09-14
BR013,SKU0074,57,20,22,13.22,2025-09-21
BR013,SKU0075,73,19,37,11.04,2025-09-12
BR013,SKU0076,61,28,56,4.93,2025-09-20
BR013,SKU0077,51,26,54,1.16,2025-11-02
BR013,SKU0078,68,11,57,12.09,2025-11-10
BR013,SKU0079,56,17,25,3.5,2025-11-13
BR013,SKU0080,62,11,56,11.18,2025-09-13
BR014,SKU0001,62,23,22,2.96,2025-10-30
BR014,SKU0002,55,29,43,12.98,2025-09-19
BR014,SKU0003,51,27,64,1.9,2025-11-23
BR014,SKU0004,61,17,67,14.33,2025-09-14
BR014,SKU0005,64,27,39,5.59,2025-12-28
BR014,SKU0006,60,25,57,10.96,2025-11-24
BR014,SKU0007,79,16,27,4.55,2025-12-19
BR014,SKU0008,70,24,32,2.49,2025-09-23
BR014,SKU0009,63,14,20,8.95,2025-11-01
BR014,SKU0010,63,20,30,13.29,2025-11-22
BR014,SKU0011,64,28,48,6.96,2025-10-19
BR014,SKU0012,55,16,54,1.66,2025-10-01
BR014,SKU0013,57,29,25,14.11,2025-11-26
BR014,SKU0014,73,19,59,7.01,2025-10-03
BR014,SKU0015,49,18,25,10.83,2025-11-06
BR014,SKU0016,55,15,39,9.43,2025-10-30
BR014,SKU0017,52,20,29,5.49,2025-10-26
BR014,SKU0018,46,18,44,6.87,2025-12-28
BR014,SKU0019,68,21,20,14.84,2025-12-14
BR014,SKU0020,54,21,23,10.87,2025-09-17
BR014,SKU0021,53,13,54,4.76,2025-11-28
BR014,SKU0022,53,19,30,5.49,2025-09-30
BR014,SKU0023,62,12,46,6.02,2025-10-30
BR014,SKU0024,66,14,57,6.23,2025-11-30
BR014,SKU0025,59,18,41,12.12,2025-09-25
BR014,SKU0026,76,16,53,10.07,2025-12-04
BR014,SKU0027,61,12,58,6.29,2025-11-14
BR014,SKU0028,62,16,32,7.01,2025-10-21
BR014,SKU0029,65,12,29,10.08,2025-12-14
BR014,SKU0030,67,20,62,5.76,2025-12-18
BR014,SKU0031,58,14,61,7.09,2025-09-26
BR014,SKU0032,63,12,65,8.89,2025-11-12
BR014,SKU0033,50,19,38,3.53,2025-12-19
BR014,SKU0034,56,11,46,6.47,2025-09-21
BR014,SKU0035,43,14,67,9.26,2025-10-12
BR014,SKU0036,56,24,53,7.47,2025-11-04
BR014,SKU0037,59,28,20,13.2,2025-11-26
BR014,SKU0038,58,24,36,6.56,2025-10-27
BR014,SKU0039,59,28,50,4.4,2025-10-17
BR014,SKU0040,53,25,25,7.09,2025-09-10
BR014,SKU0041,53,17,58,10.21,2025-11-20
BR014,SKU0042,69,20,42,11.15,2025-12-28
BR014,SKU0043,56,28,65,5.21,2025-12-16
BR014,SKU0044,64,29,61,9.56,2025-12-09
BR014,SKU0045,58,19,48,4.85,2025-09-06
BR014,SKU0046,58,25,39,11.29,2025-12-23
BR014,SKU0047,67,17,60,2.93,2025-12-16
BR014,SKU0048,48,26,32,11.86,2025-10-03
BR014,SKU0049,57,13,49,9.12,2025-10-03
BR014,SKU0050,52,25,54,4.65,2025-12-17
BR014,SKU0051,63,12,54,1.02,2025-12-18
BR014,SKU0052,72,14,66,3.41,2025-11-27
BR014,SKU0053,60,15,31,3.39,2025-11-24
BR014,SKU0054,54,18,30,13.38,2025-12-07
BR014,SKU0055,61,26,36,10.83,2025-12-29
BR014,SKU0056,68,14,53,8.87,2025-10-03
BR014,SKU0057,77,16,49,6.62,2025-10-29
BR014,SKU0058,70,17,56,3.75,2025-10-28
BR014,SKU0059,66,27,33,2.16,2025-12-10
BR014,SKU0060,50,14,48,2.85,2025-10-18
BR014,SKU0061,61,24,28,6.82,2025-11-01
BR014,SKU0062,70,17,46,9.45,2025-10-07
BR014,SKU0063,51,22,58,14.77,2025-09-24
BR014,SKU0064,55,28,55,2.64,2025-11-22
BR014,SKU0065,44,23,31,9.08,2025-11-27
BR014,SKU0066,62,20,40,8.53,2025-12-16
BR014,SKU0067,65,14,59,2.6,2025-12-25
BR014,SKU0068,70,25,22,12.67,2025-09-28
BR014,SKU0069,54,21,40,5.95,2025-10-07
BR014,SKU0070,51,18,34,14.07,2025-09-22
BR014,SKU0071,66,13,64,7.39,2025-10-30
BR014,SKU0072,54,14,50,11.25,2025-09-13
BR014,SKU0073,49,14,42,3.1,2025-09-03
BR014,SKU0074,64,19,52,14.95,2025-10-06
BR014,SKU0075,53,27,57,5.87,2025-12-20
BR014,SKU0076,68,15,41,12.39,2025-09-03
BR014,SKU0077,54,14,53,4.03,2025-10-15
BR014,SKU0078,58,15,31,1.11,2025-10-29
BR014,SKU0079,69,19,29,2.14,2025-10-30
BR014,SKU0080,49,14,58,8.89,2025-10-25
BR015,SKU0001,52,25,20,13.82,2025-09-22
BR015,SKU0002,57,27,49,12.96,2025-12-16
BR015,SKU0003,60,19,49,3.49,2025-12-20
BR015,SKU0004,65,29,54,5.37,2025-10-21
BR015,SKU0005,52,25,46,8.61,2025-12-02
BR015,SKU0006,68,24,67,9.93,2025-10-20
BR015,SKU0007,58,24,58,4.26,2025-12-12
BR015,SKU0008,57,14,53,13.93,2025-09-02
BR015,SKU0009,63,15,35,5.08,2025-11-02
BR015,SKU0010,53,10,40,3.15,2025-10-17
BR015,SKU0011,64,23,23,8.24,2025-11-17
BR015,SKU0012,48,16,35,2.74,2025-12-01
BR015,SKU0013,52,29,32,6.19,2025-11-05
BR015,SKU0014,70,19,67,14.9,2025-12-01
BR015,SKU0015,67,20,47,4.43,2025-11-09
BR015,SKU0016,60,14,29,4.68,2025-10-07
BR015,SKU0017,61,19,68,13.98,2025-09-23
BR015,SKU0018,54,16,66,5.36,2025-09-08
BR015,SKU0019,72,13,50,3.83,2025-10-27
BR015,SKU0020,57,29,59,13.09,2025-10-27
BR015,SKU0021,61,13,46,7.59,2025-12-19
BR015,SKU0022,71,19,24,8.04,2025-09-01
BR015,SKU0023,57,22,67,8.3,2025-09-24
BR015,SKU0024,52,18,62,1.29,2025-09-29
BR015,SKU0025,59,21,27,12.66,2025-09-30
BR015,SKU0026,68,25,63,3.36,2025-09-19
BR015,SKU0027,56,13,39,8.0,2025-11-16
BR015,SKU0028,51,10,29,11.83,2025-10-12
BR015,SKU0029,56,16,34,12.69,2025-11-17
